Country Code,City,Location,Coordinates,Pollutant,Source Name,Unit,Value,Last Updated,Country Label
IN,,"New Mandi, Muzaffarnagar - UPPCB","29.472350800000005, 77.71940310000001",O3,caaqm,µg/m³,21.99,2022-10-31T07:30:00+05:30,India
IN,,"New Mandi, Muzaffarnagar - UPPCB","29.472350800000005, 77.71940310000001",SO2,caaqm,µg/m³,12.4,2022-10-31T07:30:00+05:30,India
IN,,"Colaba, Mumbai - MPCB","18.91, 72.82",NO2,caaqm,µg/m³,58.79,2022-10-31T07:15:00+05:30,India
IN,,"Sector-10, Gandhinagar - GPCB","23.221713999999995, 72.654328",PM10,caaqm,µg/m³,98.65,2022-10-31T07:15:00+05:30,India
IN,,"Kalal Majra, Khanna - PPCB","30.736056, 76.209694",CO,caaqm,µg/m³,0.75,2022-10-31T06:30:00+05:30,India
IN,,"Phase-4 GIDC, Vatva - GPCB","22.969611, 72.6435",PM10,caaqm,µg/m³,60.03,2022-10-31T07:30:00+05:30,India
IN,,"H.B. Colony, Bhiwani - HSPCB","28.806223, 76.141105",CO,caaqm,µg/m³,1030.0,2022-10-31T07:15:00+05:30,India
IN,,"H.B. Colony, Bhiwani - HSPCB","28.806223, 76.141105",O3,caaqm,µg/m³,10.11,2022-10-31T07:15:00+05:30,India
IN,,"Patparganj, Delhi - DPCC","28.623763000000004, 77.287209",PM2.5,caaqm,µg/m³,256.0,2022-10-31T06:15:00+05:30,India
IN,,"Huda Sector, Fatehabad - HSPCB","29.503664000000004, 75.467934",O3,caaqm,µg/m³,43.17,2022-10-16T21:15:00+05:30,India
IN,,"New Collectorate, Baghpat - UPPCB","28.974801000000003, 77.21335699999999",O3,caaqm,µg/m³,6.6,2022-01-31T10:15:00+05:30,India
IN,,"Sector-1, Noida - UPPCB","28.589800000000004, 77.3101",PM2.5,caaqm,µg/m³,91.0,2022-10-16T21:30:00+05:30,India
IN,,"Hebbal, Bengaluru - KSPCB","13.029151999999998, 77.58590100000002",CO,caaqm,µg/m³,610.0,2022-10-31T07:30:00+05:30,India
IN,,"GIDC, Nandesari - Nandesari Ind. Association","22.410802, 73.097923",CO,caaqm,µg/m³,1000.0,2022-10-16T15:45:00+05:30,India
IN,,"Jahangirpuri, Delhi - DPCC","28.73282, 77.170633",CO,caaqm,µg/m³,700.0,2022-10-31T06:15:00+05:30,India
IN,,"Nehru Nagar, Delhi - DPCC","28.567890000000002, 77.250515",CO,caaqm,µg/m³,300.0,2022-10-31T06:15:00+05:30,India
IN,,"Wazirpur, Delhi - DPCC","28.699793, 77.165453",CO,caaqm,µg/m³,0.1,2022-10-31T04:30:00+05:30,India
IN,,"Narela, Delhi - DPCC","28.822836, 77.10198100000001",PM2.5,caaqm,µg/m³,295.0,2022-10-31T06:15:00+05:30,India
IN,,"Najafgarh, Delhi - DPCC","28.570173, 76.933762",NO2,caaqm,µg/m³,24.1,2022-10-31T06:15:00+05:30,India
IN,,"Vidayagiri, Bagalkot - KSPCB","16.172806000000005, 75.659694",PM10,caaqm,µg/m³,43.47,2022-10-16T21:15:00+05:30,India
IN,,"Civil Lines,  Ajmer - RSPCB","26.470859, 74.646594",PM10,caaqm,µg/m³,102.9,2022-10-31T07:15:00+05:30,India
IN,,"Rajbansi Nagar, Patna - BSPCB","25.599486, 85.11366599999998",PM2.5,caaqm,µg/m³,71.4,2022-10-16T21:15:00+05:30,India
IN,,"Victoria, Kolkata - WBPCB","22.544808200000002, 88.34036909999999",PM2.5,caaqm,µg/m³,68.4,2022-10-31T07:15:00+05:30,India
IN,,"Ratanpura, Rupnagar - Ambuja Cements","30.032545399999997, 76.5623046",SO2,caaqm,µg/m³,9.9,2021-11-23T17:15:00+05:30,India
IN,,"Mini Secretariat, Charkhi Dadri - HSPCB","28.593883, 76.270653",CO,caaqm,µg/m³,800.0,2022-10-16T21:30:00+05:30,India
IN,,"Sector-51, Gurugram - HSPCB","28.422699999999995, 77.06669999999998",NO2,caaqm,µg/m³,4.9,2022-10-16T21:30:00+05:30,India
IN,,"Bidhannagar, Kolkata - WBPCB","22.58157048, 88.41002457",O3,caaqm,µg/m³,28.08,2022-10-16T21:15:00+05:30,India
IN,,"Kacheripady, Ernakulam - Kerala PCB","9.985653, 76.281342",CO,caaqm,µg/m³,1140.0,2022-10-16T21:30:00+05:30,India
IN,,"Sahilara, Maihar - KJS Cements","24.2613009, 80.7231783",CO,caaqm,µg/m³,0.0,2022-10-31T07:15:00+05:30,India
IN,,"Sanjay Nagar, Ghaziabad - UPPCB","28.685382, 77.453839",PM10,caaqm,µg/m³,351.0,2022-10-31T07:30:00+05:30,India
IN,,"Deonar, Mumbai - IITM","19.04946, 72.923",PM10,caaqm,µg/m³,156.78,2022-10-16T21:15:00+05:30,India
IN,,"Chakala-Andheri East, Mumbai - IITM","19.110739999999996, 72.86084",SO2,caaqm,µg/m³,0.0,2022-10-16T18:30:00+05:30,India
IN,,"Haji Colony, Raichur - KSPCB","16.208139, 77.348417",PM10,caaqm,µg/m³,39.0,2022-10-16T15:00:00+05:30,India
IN,,"Panchal Nagar, Gadag - KSPCB","15.411456, 75.638133",PM10,caaqm,µg/m³,25.0,2022-10-15T15:00:00+05:30,India
IN,,"Manoharpur, Agra - UPPCB","27.23711, 78.01936",NO2,caaqm,µg/m³,31.25,2022-10-31T07:30:00+05:30,India
IN,,"SAC ISRO Bopal, Ahmedabad - IITM","23.041136999999996, 72.45669099999999",NO2,caaqm,µg/m³,10.01,2022-06-22T14:15:00+05:30,India
IN,,"IESD Banaras Hindu University, Varanasi - UPPCB","25.262326, 82.995408",PM10,caaqm,µg/m³,134.3,2022-10-16T21:15:00+05:30,India
IN,,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB","26.730136000000005, 83.433859",CO,caaqm,µg/m³,1010.0,2022-10-31T07:30:00+05:30,India
IN,,"Maldahiya, Varanasi - UPPCB","25.32393, 82.99687",O3,caaqm,µg/m³,2.5,2022-10-31T07:30:00+05:30,India
IN,,"Kukrail Picnic Spot-1, Lucknow - UPPCB","26.90723, 80.98579",NO2,caaqm,µg/m³,12.94,2022-10-16T21:30:00+05:30,India
IN,,"Nagla Bhau, Firozabad - UPPCB","27.168897000000005, 78.37696",SO2,caaqm,µg/m³,38.0,2022-10-31T07:30:00+05:30,India
IN,,"Nagla Bhau, Firozabad - UPPCB","27.168897000000005, 78.37696",O3,caaqm,µg/m³,0.0,2022-10-31T07:30:00+05:30,India
IN,,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","26.140334499999998, 85.3650192",PM10,caaqm,µg/m³,320.0,2022-10-16T21:15:00+05:30,India
IN,,"Sector 22, Chandigarh - CPCC","30.735567, 76.775714",SO2,caaqm,µg/m³,4.9,2022-10-31T07:15:00+05:30,India
IN,,"Nagar Nigam, Prayagraj - UPPCB","25.449199160000003, 81.82735986",O3,caaqm,µg/m³,5.06,2022-10-31T07:30:00+05:30,India
IN,,"Shahjahan Garden, Agra - UPPCB","27.169338, 78.03582",O3,caaqm,µg/m³,0.0,2022-10-31T07:30:00+05:30,India
IN,,"Employment Office, Moradabad - UPPCB","28.885279999999998, 78.73879999999998",NO2,caaqm,µg/m³,10.15,2022-10-31T07:30:00+05:30,India
IN,,"Dada Peer, Sasaram - BSPCB","24.952822, 84.00239599999999",O3,caaqm,µg/m³,25.6,2022-10-31T07:15:00+05:30,India
IN,,"Town Hall, Munger - BSPCB","25.376776000000003, 86.471523",NO2,caaqm,µg/m³,8.8,2022-10-31T07:15:00+05:30,India
IN,,"Town Hall, Munger - BSPCB","25.376776000000003, 86.471523",CO,caaqm,µg/m³,240.0,2022-10-31T07:15:00+05:30,India
IN,,"Mirchaibari, Katihar - BSPCB","25.560082999999995, 87.553265",O3,caaqm,µg/m³,3.1,2022-10-16T21:15:00+05:30,India
IN,,"Dangi Tola, Rajgir - BSPCB","25.032800000000005, 85.41948000000001",NO2,caaqm,µg/m³,43.8,2022-10-16T21:15:00+05:30,India
IN,,"Buddhi Vihar, Moradabad - UPPCB","28.83526, 78.7446",O3,caaqm,µg/m³,19.95,2022-10-16T21:30:00+05:30,India
IN,,"Eco Herbal Park, Moradabad - UPPCB","28.840738999999996, 78.69753100000001",CO,caaqm,µg/m³,1090.0,2022-10-31T07:30:00+05:30,India
IN,,"JN Stadium, Shillong - Meghalaya PCB","25.580341900000004, 91.8942571",O3,caaqm,µg/m³,9.38,2022-10-15T11:15:00+05:30,India
IN,,"ECIL Kapra, Hyderabad - TSPCB","17.470431, 78.566959",NO2,caaqm,µg/m³,4.1,2022-10-16T19:45:00+05:30,India
IN,,"Kumaran College, Tirupur - TNPCB","11.0973603, 77.3228673",CO,caaqm,µg/m³,1010.0,2022-10-16T21:15:00+05:30,India
IN,,"Chalai Bazaar, Ramanathapuram - TNPCB","9.36399, 78.831977",PM2.5,caaqm,µg/m³,53.0,2022-10-31T07:30:00+05:30,India
IN,,"SIPCOT Phase-1, Hosur - TNPCB","12.746998, 77.813811",PM2.5,caaqm,µg/m³,46.9,2022-10-31T07:15:00+05:30,India
IN,,"Paryavaran Parisar, Bhopal - MPPCB","23.210494, 77.425409",SO2,caaqm,µg/m³,6.1,2022-10-31T07:15:00+05:30,India
IN,,"Anand Vihar, Delhi - DPCC","28.6508, 77.3152",PM10,CPCB,µg/m³,670.0,2018-02-22T02:45:00+05:30,India
IN,,"Lalbagh, DN Park","26.84578611, 80.93874444",SO2,CPCB,µg/m³,30.9,2018-02-22T09:30:00+05:30,India
IN,,Alandur Bus Depot,"12.99711389, 80.19151667",CO,CPCB,µg/m³,5300.0,2017-10-11T14:15:00+05:30,India
IN,,"Rabindra Bharati University, Kolkata - WBSPCB","22.627875, 88.3804",PM10,CPCB,µg/m³,209.3,2017-10-28T18:30:00+05:30,India
IN,,"Talkatora District Industries Center, Lucknow - CPCB","26.833997220000004, 80.8917361",PM10,caaqm,µg/m³,251.3,2022-10-31T07:30:00+05:30,India
IN,,IIT,"12.992513890000001, 80.23744722",O3,CPCB,µg/m³,19.79,2018-02-22T09:15:00+05:30,India
IN,,"Manali, Chennai - CPCB","13.164544000000001, 80.26285",PM10,caaqm,µg/m³,12.07,2022-10-16T20:30:00+05:30,India
IN,,"BWSSB Kadabesanahalli, Bengaluru - KSPCB","12.93890556, 77.69727222",NO2,CPCB,µg/m³,166.55,2018-02-22T08:30:00+05:30,India
IN,,"BWSSB Kadabesanahalli, Bengaluru - CPCB","12.9352049, 77.6814488",CO,caaqm,µg/m³,0.0,2022-08-02T10:45:00+05:30,India
IN,,"BTM Layout, Bengaluru - CPCB","12.9135218, 77.59508040000001",NO2,caaqm,µg/m³,15.58,2022-10-16T21:30:00+05:30,India
IN,,"MIDC Khutala, Chandrapur - MPCB","19.9775302, 79.2337086",NO2,caaqm,µg/m³,42.6,2022-10-11T18:15:00+05:30,India
IN,,"Aya Nagar, Delhi - IMD","28.4706914, 77.1099364",NO2,caaqm,µg/m³,25.02,2022-10-31T06:45:00+05:30,India
IN,,"Chandrapur, Chandrapur - MPCB","19.645324, 77.6345232",O3,caaqm,µg/m³,14.9,2022-10-31T07:30:00+05:30,India
IN,,"Chandrapur, Chandrapur - MPCB","19.645324, 77.6345232",SO2,caaqm,µg/m³,7.1,2022-10-31T07:30:00+05:30,India
IN,,"Shastri Nagar, Jaipur - RSPCB","26.950292899999997, 75.73094300000001",NO2,caaqm,µg/m³,81.0,2022-10-31T07:15:00+05:30,India
IN,,"Central University, Hyderabad - TSPCB","17.460103, 78.334361",NO2,caaqm,µg/m³,59.1,2022-10-31T07:30:00+05:30,India
IN,,"DTU, Delhi - CPCB","28.750049899999997, 77.1112615",PM2.5,caaqm,µg/m³,217.0,2022-10-31T07:15:00+05:30,India
IN,,"Maninagar, Ahmedabad - GPCB","23.002657, 72.591912",PM10,caaqm,µg/m³,0.0,2022-10-31T07:15:00+05:30,India
IN,,"Ward-32 Bapupara, Siliguri - WBPCB","26.6883049, 88.412668",PM2.5,caaqm,µg/m³,61.79,2022-10-31T07:15:00+05:30,India
IN,,"Tirumala, Tirupati - APPCB","13.67, 79.35000000000001",NO2,caaqm,µg/m³,28.1,2022-10-31T07:30:00+05:30,India
IN,,"Karve Road, Pune - MPCB","18.5011743, 73.8165527",SO2,caaqm,µg/m³,300.0,2022-10-10T16:45:00+05:30,India
IN,,"Patparganj, Delhi - DPCC","28.6310495, 77.2846218",NO2,caaqm,µg/m³,10.3,2018-05-08T12:00:00+05:30,India
IN,,"Ghusuri, Howrah - WBPCB","22.5565568, 87.895755",CO,caaqm,µg/m³,260.0,2018-05-09T23:45:00+05:30,India
IN,,"Major Dhyan Chand National Stadium, Delhi - DPCC","28.6125027, 77.2351994",SO2,caaqm,µg/m³,0.1,2018-05-12T10:00:00+05:30,India
IN,,"Jahangirpuri, Delhi - DPCC","28.7258373, 77.1605631",SO2,caaqm,µg/m³,34.4,2018-05-12T10:00:00+05:30,India
IN,,"Okhla Phase-2, Delhi - DPCC","28.5366411, 77.2664587",CO,caaqm,µg/m³,1400.0,2018-05-12T11:00:00+05:30,India
IN,,"Nehru Nagar, Delhi - DPCC","28.5639543, 77.2587868",SO2,caaqm,µg/m³,18.8,2018-05-12T11:30:00+05:30,India
IN,,"Rabindra Bharati University, Kolkata - WBPCB","22.5824635, 88.35724470000001",O3,data.gov.in,µg/m³,25.0,2022-03-25T05:00:00+05:30,India
IN,,"NISE Gwal Pahari, Gurugram - IMD","28.4228859, 76.8496963",NO2,caaqm,µg/m³,13.54,2018-11-16T09:30:00+05:30,India
IN,,"Mandir Marg, Delhi - DPCC","28.636428999999996, 77.20106699999998",PM10,caaqm,µg/m³,268.0,2022-10-31T06:15:00+05:30,India
IN,,"Ratanpura, Rupnagar - Ambuja Cements","31.032545399999997, 76.5623046",PM2.5,caaqm,µg/m³,70.02,2022-10-31T07:15:00+05:30,India
IN,,"Colaba, Mumbai - MPCB","18.91, 72.82",SO2,caaqm,µg/m³,6.03,2022-10-31T07:15:00+05:30,India
IN,,"Gobind Pura, Yamuna Nagar - HSPCB","30.1480566, 77.2893471",PM10,caaqm,µg/m³,112.4,2022-10-31T07:00:00+05:30,India
IN,,"Alipur, Delhi - DPCC","28.815328999999995, 77.15301",CO,caaqm,µg/m³,1300.0,2022-10-31T06:00:00+05:30,India
IN,,"Vivek Vihar, Delhi - DPCC","28.672342000000004, 77.31525999999998",NO2,caaqm,µg/m³,21.1,2022-10-31T06:15:00+05:30,India
IN,,"Municipal Corporation Office, Dharuhera -  HSPCB","28.206799999999998, 76.79970000000002",PM2.5,caaqm,µg/m³,212.2,2022-10-31T07:15:00+05:30,India
IN,,"Udyogamandal, Eloor - Kerala PCB","10.073232000000003, 76.30276500000001",PM10,caaqm,µg/m³,63.99,2022-10-31T07:15:00+05:30,India
IN,,"Huda Sector, Fatehabad - HSPCB","29.503664000000004, 75.467934",CO,caaqm,µg/m³,490.0,2022-10-16T21:15:00+05:30,India
IN,,"Huda Sector, Fatehabad - HSPCB","29.503664000000004, 75.467934",NO2,caaqm,µg/m³,23.73,2022-10-16T21:15:00+05:30,India
IN,,"Nathu Colony, Ballabgarh - HSPCB","28.341924800000005, 77.319699",SO2,caaqm,µg/m³,3.67,2022-10-31T07:15:00+05:30,India
IN,,"Jayanagar 5th Block, Bengaluru - KSPCB","12.920984000000002, 77.584908",PM10,caaqm,µg/m³,104.0,2022-10-31T07:30:00+05:30,India
IN,,"Silk Board, Bengaluru - KSPCB","12.917348000000002, 77.622813",PM10,caaqm,µg/m³,134.0,2022-10-31T07:30:00+05:30,India
IN,,"Jai Bhim Nagar, Meerut - UPPCB","28.953588200000002, 77.7622941",NO2,caaqm,µg/m³,88.8,2022-10-31T07:30:00+05:30,India
IN,,"New Collectorate, Baghpat - UPPCB","28.974801000000003, 77.21335699999999",SO2,caaqm,µg/m³,12.8,2022-01-31T10:15:00+05:30,India
IN,,"Hombegowda Nagar, Bengaluru - KSPCB","12.938539, 77.5901",O3,caaqm,µg/m³,7.49,2022-10-16T21:30:00+05:30,India
IN,,"Knowledge Park - V, Greater Noida - UPPCB","28.557053999999997, 77.453663",CO,caaqm,µg/m³,2450.0,2022-10-31T07:30:00+05:30,India
IN,,"Loni, Ghaziabad - UPPCB","28.757294, 77.278792",CO,caaqm,µg/m³,2220.0,2022-10-31T07:30:00+05:30,India
IN,,"Sector-7, Kurukshetra - HSPCB","29.966942, 76.875879",PM2.5,caaqm,µg/m³,154.81,2022-10-31T07:15:00+05:30,India
IN,,"DRM Office Danapur, Patna - BSPCB","25.586562, 85.043586",NO2,caaqm,µg/m³,8.92,2022-10-16T21:30:00+05:30,India
IN,,"ICRISAT Patancheru, Hyderabad - TSPCB","17.305178, 78.162863",SO2,caaqm,µg/m³,0.0,2020-04-28T15:15:00+05:30,India
IN,,"Kariavattom, Thiruvananthapuram - Kerala PCB","8.563699999999999, 76.8865",PM10,caaqm,µg/m³,18.21,2022-10-16T21:15:00+05:30,India
IN,,"Victoria, Kolkata - WBPCB","22.544808200000002, 88.34036909999999",NO2,caaqm,µg/m³,21.26,2022-10-31T07:15:00+05:30,India
IN,,"Industrial Area, Hajipur - BSPCB","25.697189000000005, 85.2459",NO2,caaqm,µg/m³,71.45,2022-10-16T21:30:00+05:30,India
IN,,"Ratanpura, Rupnagar - Ambuja Cements","30.032545399999997, 76.5623046",NO2,caaqm,µg/m³,6.7,2021-11-23T17:15:00+05:30,India
IN,,"Samanpura, Patna - BSPCB","25.596727, 85.085624",PM2.5,caaqm,µg/m³,100.5,2022-10-16T21:15:00+05:30,India
IN,,"Mini Secretariat, Charkhi Dadri - HSPCB","28.593883, 76.270653",PM2.5,caaqm,µg/m³,74.0,2022-10-16T21:30:00+05:30,India
IN,,"Buddha Colony, Muzaffarpur - BSPCB","26.11442, 85.39813",CO,caaqm,µg/m³,930.0,2022-10-16T21:00:00+05:30,India
IN,,"Lumpyngngad, Shillong - Meghalaya PCB","25.5586, 91.8985",O3,caaqm,µg/m³,1.06,2022-10-16T21:30:00+05:30,India
IN,,"Kalyana Nagara, Chikkamagaluru - KSPCB","13.328028000000002, 75.797056",PM2.5,caaqm,µg/m³,5.0,2022-10-16T21:30:00+05:30,India
IN,,"Murthal, Sonipat - HSPCB","29.027199999999997, 77.0621",O3,caaqm,µg/m³,17.4,2022-10-16T21:30:00+05:30,India
IN,,"Marhatal, Jabalpur - MPPCB","23.168606, 79.932247",PM2.5,caaqm,µg/m³,51.0,2022-10-16T21:30:00+05:30,India
IN,,"Sahilara, Maihar - KJS Cements","24.2613009, 80.7231783",NO2,caaqm,µg/m³,10.7,2022-10-31T07:15:00+05:30,India
IN,,"NISE Gwal Pahari, Gurugram - IMD","28.422681, 77.148944",CO,caaqm,µg/m³,1930.0,2022-10-14T21:45:00+05:30,India
IN,,"Bandra Kurla Complex, Mumbai - IITM","19.053536000000005, 72.84643",PM10,caaqm,µg/m³,152.38,2022-10-16T21:15:00+05:30,India
IN,,"Chandni Chowk, Delhi - IITM","28.656756, 77.227234",PM2.5,caaqm,µg/m³,44.7,2022-08-02T16:00:00+05:30,India
IN,,"Khindipada-Bhandup West, Mumbai - IITM","19.1653323, 72.922099",O3,caaqm,µg/m³,22.0,2022-09-22T11:00:00+05:30,India
IN,,"Mulund West, Mumbai - MPCB","19.175, 72.9419",PM2.5,caaqm,µg/m³,47.69,2022-10-16T21:15:00+05:30,India
IN,,"Diwator Nagar, Koppal - KSPCB","15.34763, 76.181767",O3,caaqm,µg/m³,96.97,2022-10-16T20:15:00+05:30,India
IN,,"Tamaka Ind. Area, Kolar - KSPCB","13.1276288, 78.1570122",PM10,caaqm,µg/m³,88.0,2022-10-31T07:30:00+05:30,India
IN,,"MIT-Kothrud, Pune - IITM","18.517754, 73.8214883",CO,caaqm,µg/m³,960.0,2022-07-11T10:45:00+05:30,India
IN,,"Brahmagiri, Udupi - KSPCB","13.34194444, 74.74694444",NO2,caaqm,µg/m³,3.42,2022-10-15T14:30:00+05:30,India
IN,,"B.Katihalli, Hassan - KSPCB","13.008556, 76.12525800000002",PM2.5,caaqm,µg/m³,10.0,2022-10-16T21:15:00+05:30,India
IN,,"Naharlagun, Naharlagun - APSPCB","27.103358000000004, 93.679645",NO2,caaqm,µg/m³,12.94,2022-10-15T08:15:00+05:30,India
IN,,"Manoharpur, Agra - UPPCB","27.23711, 78.01936",O3,caaqm,µg/m³,0.0,2022-10-31T07:30:00+05:30,India
IN,,"IESD Banaras Hindu University, Varanasi - UPPCB","25.262326, 82.995408",CO,caaqm,µg/m³,540.0,2022-10-16T21:15:00+05:30,India
IN,,"Bhelupur, Varanasi - UPPCB","25.301778, 82.99678900000002",SO2,caaqm,µg/m³,22.78,2022-10-16T21:30:00+05:30,India
IN,,"Bhelupur, Varanasi - UPPCB","25.301778, 82.99678900000002",O3,caaqm,µg/m³,0.0,2022-10-16T21:30:00+05:30,India
IN,,"Bhelupur, Varanasi - UPPCB","25.301778, 82.99678900000002",PM10,caaqm,µg/m³,257.4,2022-10-16T21:30:00+05:30,India
IN,,"D M Colony, Bihar Sharif - BSPCB","25.204762, 85.51495999999999",CO,caaqm,µg/m³,1470.0,2022-10-31T07:15:00+05:30,India
IN,,"Nagar Nigam, Prayagraj - UPPCB","25.449199160000003, 81.82735986",CO,caaqm,µg/m³,1520.0,2022-10-31T07:30:00+05:30,India
IN,,"FTI Kidwai Nagar, Kanpur - UPPCB","26.428282, 80.327067",CO,caaqm,µg/m³,1490.0,2022-10-31T07:30:00+05:30,India
IN,,"Forest Rest House, Manguraha - BSPCB","25.357288, 84.107844",NO2,caaqm,µg/m³,16.5,2022-10-16T21:15:00+05:30,India
IN,,"Raikhad, Ahmedabad - IITM","23.020509, 72.57926099999999",PM2.5,caaqm,µg/m³,0.0,2022-07-07T14:15:00+05:30,India
IN,,"Sardar Patel Inter College, Baghpat - UPPCB","28.964949, 77.27876100000002",CO,caaqm,µg/m³,530.0,2022-10-26T13:00:00+05:30,India
IN,,"Zero Point GICI, Gangtok - SSPCB","27.338529999999995, 88.614099",PM2.5,caaqm,µg/m³,4.52,2022-10-31T07:15:00+05:30,India
IN,,"Zero Point GICI, Gangtok - SSPCB","27.338529999999995, 88.614099",O3,caaqm,µg/m³,10.59,2022-10-31T07:15:00+05:30,India
IN,,"Ashwini Nagar, Haveri - KSPCB","14.7918, 75.38959999999999",PM2.5,caaqm,µg/m³,20.0,2022-10-16T21:30:00+05:30,India
IN,,"JN Stadium, Shillong - Meghalaya PCB","25.580341900000004, 91.8942571",SO2,caaqm,µg/m³,9.58,2022-10-15T11:15:00+05:30,India
IN,,Collectorate - Gaya - BSPCB,"24.7489694, 84.9438395",SO2,CPCB,µg/m³,9.5,2018-02-22T08:30:00+05:30,India
IN,,"Vikas Sadan, Gurugram - HSPCB","28.4501238, 77.0263051",SO2,caaqm,µg/m³,25.92,2022-10-31T07:30:00+05:30,India
IN,,Chandrapur,"19.95, 79.3",O3,CPCB,µg/m³,15.7,2018-02-22T09:30:00+05:30,India
IN,,"Talkatora District Industries Center, Lucknow - CPCB","26.833997220000004, 80.8917361",O3,caaqm,µg/m³,12.24,2022-10-31T07:30:00+05:30,India
IN,,Central School,"26.85272778, 80.99632778",CO,CPCB,µg/m³,1350.0,2018-02-22T09:30:00+05:30,India
IN,,Navi Mumbai Municipal Corporation Airoli,"19.1494, 72.9986",PM2.5,CPCB,µg/m³,20.4,2017-10-04T09:45:00+05:30,India
IN,,"Punjabi Bagh, Delhi - DPCC","28.6670856, 77.1301247",PM2.5,caaqm,µg/m³,74.0,2018-05-13T17:00:00+05:30,India
IN,,"Burari Crossing, Delhi - IMD","28.7256504, 77.2011573",PM10,caaqm,µg/m³,0.0,2022-08-03T16:30:00+05:30,India
IN,,"BTM Layout, Bengaluru - CPCB","12.9135218, 77.59508040000001",O3,caaqm,µg/m³,18.84,2022-10-16T21:30:00+05:30,India
IN,,"Collectorate, Gaya - BSPCB","24.7955, 84.9994",O3,caaqm,µg/m³,10.2,2022-10-31T07:30:00+05:30,India
IN,,"MIDC Khutala, Chandrapur - MPCB","19.9775302, 79.2337086",SO2,caaqm,µg/m³,2.96,2022-10-11T18:15:00+05:30,India
IN,,"Ashok Nagar, Udaipur - RSPCB","24.588616599999998, 73.6321397",CO,caaqm,µg/m³,590.0,2022-10-31T07:15:00+05:30,India
IN,,"North Campus, DU, Delhi - IMD","28.6573814, 77.1585447",CO,caaqm,µg/m³,1390.0,2022-10-31T07:30:00+05:30,India
IN,,"Sector-D Industrial Area, Mandideep - MPPCB","23.10844, 77.51142800000001",CO,caaqm,µg/m³,1750.0,2022-10-31T07:30:00+05:30,India
IN,,"Indira Colony Vistar, Pali - RSPCB","25.771061, 73.34022700000001",O3,caaqm,µg/m³,13.7,2022-10-31T07:15:00+05:30,India
IN,,"Mandir Marg, New Delhi - DPCC","28.6372688, 77.2005604",SO2,caaqm,µg/m³,18.0,2018-05-10T13:00:00+05:30,India
IN,,"Mandir Marg, New Delhi - DPCC","28.6372688, 77.2005604",NO2,caaqm,µg/m³,26.9,2018-05-10T13:00:00+05:30,India
IN,,"Lalbagh, Lucknow - CPCB","26.845880499999996, 80.93655409999998",CO,caaqm,µg/m³,100.0,2022-10-31T07:15:00+05:30,India
IN,,"Karve Road, Pune - MPCB","18.5011743, 73.8165527",NO2,caaqm,µg/m³,500.0,2022-10-10T16:45:00+05:30,India
IN,,"Jawaharlal Nehru Stadium, Delhi - DPCC","28.5828503, 77.2321778",CO,caaqm,µg/m³,900.0,2018-05-10T15:00:00+05:30,India
IN,,"Major Dhyan Chand National Stadium, Delhi - DPCC","28.6125027, 77.2351994",PM10,caaqm,µg/m³,155.0,2018-05-10T15:00:00+05:30,India
IN,,"Sonia Vihar, Delhi - DPCC","28.67795, 77.29868",PM10,caaqm,µg/m³,353.0,2018-05-12T10:30:00+05:30,India
IN,,"Narela, Delhi - DPCC","28.8446874, 77.0332666",PM10,caaqm,µg/m³,407.0,2018-05-12T11:30:00+05:30,India
IN,,"Rabindra Bharati University, Kolkata - WBPCB","22.5824635, 88.35724470000001",CO,data.gov.in,µg/m³,19000.0,2022-03-25T05:00:00+05:30,India
IN,,"Rabindra Bharati University, Kolkata - WBPCB","22.5824635, 88.35724470000001",PM10,data.gov.in,µg/m³,134.0,2022-03-25T05:00:00+05:30,India
IN,,"Mandir Marg, Delhi - DPCC","28.636428999999996, 77.20106699999998",NO2,caaqm,µg/m³,34.8,2022-10-31T06:15:00+05:30,India
IN,,"Indirapuram, Ghaziabad - UPPCB","28.646233, 77.358075",O3,caaqm,µg/m³,5.45,2022-10-31T07:30:00+05:30,India
IN,,"Alipur, Delhi - DPCC","28.815328999999995, 77.15301",SO2,caaqm,µg/m³,16.5,2022-10-25T10:15:00+05:30,India
IN,,"Dr. Karni Singh Shooting Range, Delhi - DPCC","28.498571, 77.26484",PM10,caaqm,µg/m³,354.0,2022-10-31T06:00:00+05:30,India
IN,,"Dr. Karni Singh Shooting Range, Delhi - DPCC","28.498571, 77.26484",SO2,caaqm,µg/m³,9.9,2022-10-31T06:00:00+05:30,India
IN,,"Arya Nagar, Bahadurgarh - HSPCB","28.6701, 76.92539999999998",CO,caaqm,µg/m³,790.0,2022-10-31T07:00:00+05:30,India
IN,,"Hardev Nagar, Bathinda - PPCB","30.233010999999998, 74.907758",SO2,caaqm,µg/m³,34.48,2022-10-31T07:15:00+05:30,India
IN,,"Kalal Majra, Khanna - PPCB","30.736056, 76.209694",PM2.5,caaqm,µg/m³,54.51,2022-10-31T06:30:00+05:30,India
IN,,"Railway Colony, Guwahati - APCB","26.144499999999997, 91.7362",SO2,caaqm,µg/m³,11.38,2019-12-24T13:00:00+05:30,India
