country_code,location,pollutant,source_name,unit,value,last_updated,country_label,latitude,longitude
IN,"huda sector, fatehabad - hspcb",no2,caaqm,µg/m³,23.73,2022-10-16 21:15:00+05:30,india,29.503664000000004,75.467934
IN,"nathu colony, ballabgarh - hspcb",so2,caaqm,µg/m³,3.67,2022-10-31 07:15:00+05:30,india,28.341924800000005,77.319699
IN,"jayanagar 5th block, bengaluru - kspcb",pm10,caaqm,µg/m³,104.0,2022-10-31 07:30:00+05:30,india,12.920984000000002,77.584908
IN,"silk board, bengaluru - kspcb",pm10,caaqm,µg/m³,134.0,2022-10-31 07:30:00+05:30,india,12.917348000000002,77.622813
IN,"jai bhim nagar, meerut - uppcb",no2,caaqm,µg/m³,88.8,2022-10-31 07:30:00+05:30,india,28.953588200000002,77.7622941
IN,"new collectorate, baghpat - uppcb",so2,caaqm,µg/m³,12.8,2022-01-31 10:15:00+05:30,india,28.974801000000003,77.21335699999999
IN,"hombegowda nagar, bengaluru - kspcb",o3,caaqm,µg/m³,7.49,2022-10-16 21:30:00+05:30,india,12.938539,77.5901
IN,"knowledge park - v, greater noida - uppcb",co,caaqm,µg/m³,2450.0,2022-10-31 07:30:00+05:30,india,28.557053999999997,77.453663
IN,"loni, ghaziabad - uppcb",co,caaqm,µg/m³,2220.0,2022-10-31 07:30:00+05:30,india,28.757294,77.278792
IN,"sector-7, kurukshetra - hspcb",pm2.5,caaqm,µg/m³,154.81,2022-10-31 07:15:00+05:30,india,29.966942,76.875879
IN,"drm office danapur, patna - bspcb",no2,caaqm,µg/m³,8.92,2022-10-16 21:30:00+05:30,india,25.586562,85.043586
IN,"kariavattom, thiruvananthapuram - kerala pcb",pm10,caaqm,µg/m³,18.21,2022-10-16 21:15:00+05:30,india,8.563699999999999,76.8865
IN,"victoria, kolkata - wbpcb",no2,caaqm,µg/m³,21.26,2022-10-31 07:15:00+05:30,india,22.544808200000002,88.34036909999999
IN,"industrial area, hajipur - bspcb",no2,caaqm,µg/m³,71.45,2022-10-16 21:30:00+05:30,india,25.697189000000005,85.2459
IN,"ratanpura, rupnagar - ambuja cements",no2,caaqm,µg/m³,6.7,2021-11-23 17:15:00+05:30,india,30.032545399999997,76.5623046
IN,"samanpura, patna - bspcb",pm2.5,caaqm,µg/m³,100.5,2022-10-16 21:15:00+05:30,india,25.596727,85.085624
IN,"mini secretariat, charkhi dadri - hspcb",pm2.5,caaqm,µg/m³,74.0,2022-10-16 21:30:00+05:30,india,28.593883,76.270653
IN,"buddha colony, muzaffarpur - bspcb",co,caaqm,µg/m³,930.0,2022-10-16 21:00:00+05:30,india,26.11442,85.39813
IN,"lumpyngngad, shillong - meghalaya pcb",o3,caaqm,µg/m³,1.06,2022-10-16 21:30:00+05:30,india,25.5586,91.8985
IN,"kalyana nagara, chikkamagaluru - kspcb",pm2.5,caaqm,µg/m³,5.0,2022-10-16 21:30:00+05:30,india,13.328028000000002,75.797056
IN,"murthal, sonipat - hspcb",o3,caaqm,µg/m³,17.4,2022-10-16 21:30:00+05:30,india,29.027199999999997,77.0621
IN,"marhatal, jabalpur - mppcb",pm2.5,caaqm,µg/m³,51.0,2022-10-16 21:30:00+05:30,india,23.168606,79.932247
IN,"sahilara, maihar - kjs cements",no2,caaqm,µg/m³,10.7,2022-10-31 07:15:00+05:30,india,24.2613009,80.7231783
IN,"nise gwal pahari, gurugram - imd",co,caaqm,µg/m³,1930.0,2022-10-14 21:45:00+05:30,india,28.422681,77.148944
IN,"bandra kurla complex, mumbai - iitm",pm10,caaqm,µg/m³,152.38,2022-10-16 21:15:00+05:30,india,19.053536000000005,72.84643
IN,"chandni chowk, delhi - iitm",pm2.5,caaqm,µg/m³,44.7,2022-08-02 16:00:00+05:30,india,28.656756,77.227234
IN,"khindipada-bhandup west, mumbai - iitm",o3,caaqm,µg/m³,22.0,2022-09-22 11:00:00+05:30,india,19.1653323,72.922099
IN,"mulund west, mumbai - mpcb",pm2.5,caaqm,µg/m³,47.69,2022-10-16 21:15:00+05:30,india,19.175,72.9419
IN,"diwator nagar, koppal - kspcb",o3,caaqm,µg/m³,96.97,2022-10-16 20:15:00+05:30,india,15.34763,76.181767
IN,"tamaka ind. area, kolar - kspcb",pm10,caaqm,µg/m³,88.0,2022-10-31 07:30:00+05:30,india,13.1276288,78.1570122
IN,"mit-kothrud, pune - iitm",co,caaqm,µg/m³,960.0,2022-07-11 10:45:00+05:30,india,18.517754,73.8214883
IN,"brahmagiri, udupi - kspcb",no2,caaqm,µg/m³,3.42,2022-10-15 14:30:00+05:30,india,13.34194444,74.74694444
IN,"b.katihalli, hassan - kspcb",pm2.5,caaqm,µg/m³,10.0,2022-10-16 21:15:00+05:30,india,13.008556,76.12525800000002
IN,"naharlagun, naharlagun - apspcb",no2,caaqm,µg/m³,12.94,2022-10-15 08:15:00+05:30,india,27.103358000000004,93.679645
IN,"iesd banaras hindu university, varanasi - uppcb",co,caaqm,µg/m³,540.0,2022-10-16 21:15:00+05:30,india,25.262326,82.995408
IN,"bhelupur, varanasi - uppcb",so2,caaqm,µg/m³,22.78,2022-10-16 21:30:00+05:30,india,25.301778,82.99678900000002
IN,"bhelupur, varanasi - uppcb",pm10,caaqm,µg/m³,257.4,2022-10-16 21:30:00+05:30,india,25.301778,82.99678900000002
IN,"d m colony, bihar sharif - bspcb",co,caaqm,µg/m³,1470.0,2022-10-31 07:15:00+05:30,india,25.204762,85.51495999999999
IN,"nagar nigam, prayagraj - uppcb",co,caaqm,µg/m³,1520.0,2022-10-31 07:30:00+05:30,india,25.449199160000003,81.82735986
IN,"fti kidwai nagar, kanpur - uppcb",co,caaqm,µg/m³,1490.0,2022-10-31 07:30:00+05:30,india,26.428282,80.327067
IN,"forest rest house, manguraha - bspcb",no2,caaqm,µg/m³,16.5,2022-10-16 21:15:00+05:30,india,25.357288,84.107844
IN,"sardar patel inter college, baghpat - uppcb",co,caaqm,µg/m³,530.0,2022-10-26 13:00:00+05:30,india,28.964949,77.27876100000002
IN,"zero point gici, gangtok - sspcb",pm2.5,caaqm,µg/m³,4.52,2022-10-31 07:15:00+05:30,india,27.338529999999995,88.614099
IN,"zero point gici, gangtok - sspcb",o3,caaqm,µg/m³,10.59,2022-10-31 07:15:00+05:30,india,27.338529999999995,88.614099
IN,"ashwini nagar, haveri - kspcb",pm2.5,caaqm,µg/m³,20.0,2022-10-16 21:30:00+05:30,india,14.7918,75.38959999999999
IN,"jn stadium, shillong - meghalaya pcb",so2,caaqm,µg/m³,9.58,2022-10-15 11:15:00+05:30,india,25.580341900000004,91.8942571
IN,collectorate - gaya - bspcb,so2,cpcb,µg/m³,9.5,2018-02-22 08:30:00+05:30,india,24.7489694,84.9438395
IN,"vikas sadan, gurugram - hspcb",so2,caaqm,µg/m³,25.92,2022-10-31 07:30:00+05:30,india,28.4501238,77.0263051
IN,chandrapur,o3,cpcb,µg/m³,15.7,2018-02-22 09:30:00+05:30,india,19.95,79.3
IN,"talkatora district industries center, lucknow - cpcb",o3,caaqm,µg/m³,12.24,2022-10-31 07:30:00+05:30,india,26.833997220000004,80.8917361
IN,central school,co,cpcb,µg/m³,1350.0,2018-02-22 09:30:00+05:30,india,26.85272778,80.99632778
IN,navi mumbai municipal corporation airoli,pm2.5,cpcb,µg/m³,20.4,2017-10-04 09:45:00+05:30,india,19.1494,72.9986
IN,"punjabi bagh, delhi - dpcc",pm2.5,caaqm,µg/m³,74.0,2018-05-13 17:00:00+05:30,india,28.6670856,77.1301247
IN,"btm layout, bengaluru - cpcb",o3,caaqm,µg/m³,18.84,2022-10-16 21:30:00+05:30,india,12.9135218,77.59508040000001
IN,"collectorate, gaya - bspcb",o3,caaqm,µg/m³,10.2,2022-10-31 07:30:00+05:30,india,24.7955,84.9994
IN,"midc khutala, chandrapur - mpcb",so2,caaqm,µg/m³,2.96,2022-10-11 18:15:00+05:30,india,19.9775302,79.2337086
IN,"ashok nagar, udaipur - rspcb",co,caaqm,µg/m³,590.0,2022-10-31 07:15:00+05:30,india,24.588616599999998,73.6321397
IN,"north campus, du, delhi - imd",co,caaqm,µg/m³,1390.0,2022-10-31 07:30:00+05:30,india,28.6573814,77.1585447
IN,"sector-d industrial area, mandideep - mppcb",co,caaqm,µg/m³,1750.0,2022-10-31 07:30:00+05:30,india,23.10844,77.51142800000001
IN,"indira colony vistar, pali - rspcb",o3,caaqm,µg/m³,13.7,2022-10-31 07:15:00+05:30,india,25.771061,73.34022700000001
IN,"mandir marg, new delhi - dpcc",so2,caaqm,µg/m³,18.0,2018-05-10 13:00:00+05:30,india,28.6372688,77.2005604
IN,"mandir marg, new delhi - dpcc",no2,caaqm,µg/m³,26.9,2018-05-10 13:00:00+05:30,india,28.6372688,77.2005604
IN,"lalbagh, lucknow - cpcb",co,caaqm,µg/m³,100.0,2022-10-31 07:15:00+05:30,india,26.845880499999996,80.93655409999998
IN,"jawaharlal nehru stadium, delhi - dpcc",co,caaqm,µg/m³,900.0,2018-05-10 15:00:00+05:30,india,28.5828503,77.2321778
IN,"major dhyan chand national stadium, delhi - dpcc",pm10,caaqm,µg/m³,155.0,2018-05-10 15:00:00+05:30,india,28.6125027,77.2351994
IN,"sonia vihar, delhi - dpcc",pm10,caaqm,µg/m³,353.0,2018-05-12 10:30:00+05:30,india,28.67795,77.29868
IN,"narela, delhi - dpcc",pm10,caaqm,µg/m³,407.0,2018-05-12 11:30:00+05:30,india,28.8446874,77.0332666
IN,"rabindra bharati university, kolkata - wbpcb",co,data.gov.in,µg/m³,19000.0,2022-03-25 05:00:00+05:30,india,22.5824635,88.35724470000001
IN,"rabindra bharati university, kolkata - wbpcb",pm10,data.gov.in,µg/m³,134.0,2022-03-25 05:00:00+05:30,india,22.5824635,88.35724470000001
IN,"mandir marg, delhi - dpcc",no2,caaqm,µg/m³,34.8,2022-10-31 06:15:00+05:30,india,28.636428999999996,77.20106699999998
IN,"indirapuram, ghaziabad - uppcb",o3,caaqm,µg/m³,5.45,2022-10-31 07:30:00+05:30,india,28.646233,77.358075
IN,"alipur, delhi - dpcc",so2,caaqm,µg/m³,16.5,2022-10-25 10:15:00+05:30,india,28.815328999999995,77.15301
IN,"dr. karni singh shooting range, delhi - dpcc",pm10,caaqm,µg/m³,354.0,2022-10-31 06:00:00+05:30,india,28.498571,77.26484
IN,"dr. karni singh shooting range, delhi - dpcc",so2,caaqm,µg/m³,9.9,2022-10-31 06:00:00+05:30,india,28.498571,77.26484
IN,"arya nagar, bahadurgarh - hspcb",co,caaqm,µg/m³,790.0,2022-10-31 07:00:00+05:30,india,28.6701,76.92539999999998
IN,"hardev nagar, bathinda - ppcb",so2,caaqm,µg/m³,34.48,2022-10-31 07:15:00+05:30,india,30.233010999999998,74.907758
IN,"kalal majra, khanna - ppcb",pm2.5,caaqm,µg/m³,54.51,2022-10-31 06:30:00+05:30,india,30.736056,76.209694
IN,"railway colony, guwahati - apcb",so2,caaqm,µg/m³,11.38,2019-12-24 13:00:00+05:30,india,26.144499999999997,91.7362
IN,"mahape, navi mumbai - mpcb",pm10,caaqm,µg/m³,159.0,2022-10-16 21:15:00+05:30,india,19.1135051,73.008978
IN,"general hospital, mandikhera - hspcb",pm2.5,caaqm,µg/m³,27.1,2022-10-31 07:15:00+05:30,india,27.9002,76.99379999999998
IN,"murthal, sonipat - hspcb",no2,caaqm,µg/m³,79.32,2020-01-02 12:15:00+05:30,india,29.027199999999997,77.0669191
IN,"worli, mumbai - mpcb",no2,caaqm,µg/m³,0.08,2022-10-31 07:30:00+05:30,india,18.9936162,72.8128113
IN,"udyogamandal, eloor - kerala pcb",so2,caaqm,µg/m³,0.01,2022-10-31 07:15:00+05:30,india,10.073232000000003,76.30276500000001
IN,"knowledge park - iii, greater noida - uppcb",pm10,caaqm,µg/m³,329.0,2022-10-31 07:30:00+05:30,india,28.47272,77.48199999999999
IN,"shyam nagar, palwal - hspcb",no2,caaqm,µg/m³,8.43,2020-01-01 14:45:00+05:30,india,28.1485564,77.33006669999999
IN,"pallavpuram phase 2, meerut - uppcb",so2,caaqm,µg/m³,19.0,2022-10-16 21:30:00+05:30,india,29.063510000000004,77.709723
IN,"urban, chamarajanagar - kspcb",o3,caaqm,µg/m³,25.88,2022-10-31 07:30:00+05:30,india,11.553579999999998,76.55521
IN,kolkata,pm2.5,airnow,µg/m³,109.0,2025-01-31 15:00:00+05:30,india,22.56263,88.36304
IN,"okhla phase-2, delhi - dpcc",pm10,caaqm,µg/m³,403.0,2022-10-31 06:15:00+05:30,india,28.530785000000005,77.271255
IN,"anand vihar, hapur - uppcb",pm2.5,caaqm,µg/m³,166.0,2022-10-31 07:30:00+05:30,india,28.725644999999997,77.74967500000001
IN,"vyttila, kochi - kerala pcb",pm2.5,caaqm,µg/m³,42.5,2022-10-16 21:30:00+05:30,india,9.969447,76.321186
IN,"najafgarh, delhi - dpcc",o3,caaqm,µg/m³,0.2,2022-10-31 03:45:00+05:30,india,28.570173,76.933762
IN,"hebbal 1st stage, mysuru - kspcb",so2,caaqm,µg/m³,0.01,2022-10-31 07:30:00+05:30,india,12.210409999999998,76.37376
IN,"victoria, kolkata - wbpcb",pm10,caaqm,µg/m³,125.7,2022-10-31 07:15:00+05:30,india,22.544808200000002,88.34036909999999
IN,"ratanpura, rupnagar - ambuja cements",pm10,caaqm,µg/m³,182.54,2021-11-23 17:15:00+05:30,india,30.032545399999997,76.5623046
IN,"thavakkara, kannur - kerala pcb",so2,caaqm,µg/m³,1.08,2022-10-16 21:00:00+05:30,india,11.875,75.3732
IN,"bidhannagar, kolkata - wbpcb",so2,caaqm,µg/m³,7.53,2022-10-16 21:15:00+05:30,india,22.58157048,88.41002457
IN,"rishi nagar, kaithal - hspcb",pm10,caaqm,µg/m³,475.97,2022-10-31 07:30:00+05:30,india,29.8006,76.4155
IN,"vinoba nagara, shivamogga - kspcb",co,caaqm,µg/m³,560.0,2022-10-16 21:30:00+05:30,india,13.94,75.55591700000001
IN,"lodhi road, delhi - iitm",o3,caaqm,µg/m³,10.0,2022-08-02 15:00:00+05:30,india,28.588333000000002,77.22166700000001
IN,"pan bazaar, guwahati - pcba",pm2.5,caaqm,µg/m³,32.0,2022-10-16 21:30:00+05:30,india,26.1875,91.744194
IN,"naubad, bidar - kspcb",no2,caaqm,µg/m³,4.9,2022-10-16 15:45:00+05:30,india,17.930306,77.482194
IN,"jawahar nagar, puducherry - ppcc",o3,caaqm,µg/m³,18.05,2022-10-16 21:30:00+05:30,india,11.9309,79.8027
IN,"siddharth nagar-worli, mumbai - iitm",pm2.5,caaqm,µg/m³,62.24,2022-10-16 21:30:00+05:30,india,19.000083,72.813993
IN,"brahmagiri, udupi - kspcb",co,caaqm,µg/m³,1370.0,2022-10-16 06:30:00+05:30,india,13.34194444,74.74694444
IN,"naharlagun, naharlagun - apspcb",pm10,caaqm,µg/m³,13.5,2022-10-15 08:15:00+05:30,india,27.103358000000004,93.679645
IN,"sector-3b avas vikas colony, agra - uppcb",no2,caaqm,µg/m³,38.87,2022-10-16 21:30:00+05:30,india,27.19412,77.96237
IN,"sardar vallabhbhai patel stadium, ahmedabad - iitm",pm10,caaqm,µg/m³,26.1,2022-07-08 12:30:00+05:30,india,23.04307,72.562968
IN,"sac isro satellite, ahmedabad - iitm",pm10,caaqm,µg/m³,66.28,2022-07-07 14:45:00+05:30,india,23.023389000000005,72.515201
IN,"sac isro bopal, ahmedabad - iitm",pm10,caaqm,µg/m³,52.9,2022-06-22 14:15:00+05:30,india,23.041136999999996,72.45669099999999
IN,"omex eternity, vrindavan - uppcb",so2,caaqm,µg/m³,38.34,2022-10-31 07:30:00+05:30,india,27.571409,77.655757
IN,"central jail, buxar - bspcb",o3,caaqm,µg/m³,16.2,2022-10-31 07:15:00+05:30,india,25.555605,83.950942
IN,"chitragupta nagar, siwan - bspcb",pm10,caaqm,µg/m³,470.0,2022-10-31 07:15:00+05:30,india,26.2271665,84.35704269999998
IN,"buddhi vihar, moradabad - uppcb",so2,caaqm,µg/m³,21.59,2022-10-16 21:30:00+05:30,india,28.83526,78.7446
IN,"eco herbal park, moradabad - uppcb",pm10,caaqm,µg/m³,66.0,2022-10-31 07:30:00+05:30,india,28.840738999999996,78.69753100000001
IN,"bardowali, agartala - tripura spcb",no2,caaqm,µg/m³,11.34,2022-10-31 07:30:00+05:30,india,23.8175497,91.27269739999998
IN,"jn stadium, shillong - meghalaya pcb",no2,caaqm,µg/m³,6.33,2022-10-15 11:15:00+05:30,india,25.580341900000004,91.8942571
IN,"somajiguda, hyderabad - tspcb",pm10,caaqm,µg/m³,26.55,2022-10-16 21:30:00+05:30,india,17.417093999999995,78.45743700000001
IN,"new malakpet, hyderabad - tspcb",pm10,caaqm,µg/m³,40.58,2022-10-31 07:30:00+05:30,india,17.37206,78.50864
IN,"bombay castel, ooty - tnpcb",o3,caaqm,µg/m³,4.47,2022-10-15 16:15:00+05:30,india,11.4068288,76.7138973
IN,"vasanthapuram, vellore - tnpcb",o3,caaqm,µg/m³,1.58,2022-10-31 07:15:00+05:30,india,12.909494,79.131861
IN,"sona college of technology, salem - tnpcb",o3,caaqm,µg/m³,1.0,2022-10-03 18:00:00+05:30,india,11.679111,78.125052
IN,"civil lines, bareilly - uppcb",no2,caaqm,µg/m³,15.01,2022-10-31 07:30:00+05:30,india,28.359580999999995,79.41445499999999
IN,"iitg, guwahati - pcba",pm2.5,caaqm,µg/m³,22.7,2022-10-16 17:45:00+05:30,india,26.2028636,91.70046436
IN,"kashiram nagar, moradabad - uppcb",o3,caaqm,µg/m³,9.22,2022-10-31 07:30:00+05:30,india,28.849399000000002,78.742362
IN,"kumaran college, tirupur - tnpcb",o3,caaqm,µg/m³,7.48,2022-10-16 21:15:00+05:30,india,11.0973603,77.3228673
IN,"sipcot phase-1, hosur - tnpcb",pm10,caaqm,µg/m³,90.0,2022-10-31 07:15:00+05:30,india,12.746998,77.813811
IN,"gulzarpet, anantapur - appcb",o3,caaqm,µg/m³,19.95,2022-10-31 07:15:00+05:30,india,14.675886,77.593027
IN,"r k puram, delhi - dpcc",so2,cpcb,µg/m³,56.9,2018-02-22 02:45:00+05:30,india,28.5648,77.1744
IN,"punjabi bagh, delhi - dpcc",co,cpcb,µg/m³,9.2,2018-02-22 02:45:00+05:30,india,28.6683,77.1167
IN,"ihbas, delhi - cpcb",no2,cpcb,µg/m³,121.43,2018-02-22 08:15:00+05:30,india,28.6821,77.305
IN,"btm layout, bengaluru - kspcb",co,cpcb,µg/m³,910.0,2018-02-22 08:30:00+05:30,india,12.912811110000002,77.60921944
IN,city railway station - kspcb,pm10,cpcb,µg/m³,218.44,2018-02-22 08:30:00+05:30,india,12.9773472,77.5706972222222
IN,chandrapur,so2,cpcb,µg/m³,8.1,2018-02-22 09:30:00+05:30,india,19.95,79.3
IN,"talkatora district industries center, lucknow - cpcb",so2,caaqm,µg/m³,9.8,2022-10-31 07:30:00+05:30,india,26.833997220000004,80.8917361
IN,igsc planetarium complex - patna - bspcb,so2,cpcb,µg/m³,11.9,2018-02-22 09:15:00+05:30,india,25.3636,85.0755
IN,"model town, patiala - ppcb",pm2.5,caaqm,µg/m³,93.44,2022-10-31 07:15:00+05:30,india,30.349388,76.366642
IN,"model town, patiala - ppcb",so2,caaqm,µg/m³,8.78,2022-10-31 07:15:00+05:30,india,30.349388,76.366642
IN,"tata stadium, jorapokhar - jspcb",pm10,caaqm,µg/m³,53.5,2022-10-16 13:15:00+05:30,india,23.707909,86.41467
IN,"alandur bus depot, chennai - cpcb",co,caaqm,µg/m³,4310.0,2022-10-31 07:15:00+05:30,india,12.909916100000002,80.1076538
IN,"collectorate, jodhpur - rspcb",no2,caaqm,µg/m³,48.1,2022-10-31 07:15:00+05:30,india,26.268249,73.0193853
IN,"nsit dwarka, delhi - cpcb",pm2.5,caaqm,µg/m³,208.4,2022-10-31 07:30:00+05:30,india,28.60909,77.0325413
IN,"shadipur, delhi - cpcb",o3,caaqm,µg/m³,8.02,2022-10-31 07:30:00+05:30,india,28.651478099999995,77.1473105
IN,"lodhi road, delhi - imd",co,caaqm,µg/m³,1940.0,2022-10-16 15:45:00+05:30,india,28.5918245,77.2273074
IN,"shrinath puram, kota - rspcb",so2,caaqm,µg/m³,10.71,2022-10-31 07:30:00+05:30,india,25.14389,75.821256
IN,"r k puram, new delhi - dpcc",o3,caaqm,µg/m³,8.7,2018-05-07 01:00:00+05:30,india,28.5646102,77.1670103
IN,"icrisat patancheru, hyderabad - tspcb",pm10,data.gov.in,µg/m³,44.0,2020-04-28 11:45:00+05:30,india,17.4342359,78.4170318
IN,"karve road, pune - mpcb",co,caaqm,µg/m³,150.0,2022-10-10 16:45:00+05:30,india,18.5011743,73.8165527
IN,"nehru nagar, kanpur - uppcb",pm10,caaqm,µg/m³,318.0,2022-10-31 07:30:00+05:30,india,26.470313600000004,80.3229863
IN,"dr. karni singh shooting range, delhi - dpcc",pm10,caaqm,µg/m³,249.0,2018-05-12 10:15:00+05:30,india,28.4997315,77.2649067
IN,"dr. karni singh shooting range, delhi - dpcc",pm2.5,caaqm,µg/m³,129.0,2018-05-12 10:15:00+05:30,india,28.4997315,77.2649067
IN,"okhla phase-2, delhi - dpcc",pm10,caaqm,µg/m³,233.0,2018-05-13 15:30:00+05:30,india,28.5366411,77.2664587
IN,"manali village, chennai - tnpcb",pm2.5,caaqm,µg/m³,19.93,2019-07-19 10:45:00+05:30,india,11.258244,77.552429
IN,"dwarka-sector 8, delhi - dpcc",so2,caaqm,µg/m³,1.7,2022-10-31 06:15:00+05:30,india,28.571027399999995,77.0719006
IN,"dwarka-sector 8, delhi - dpcc",no2,caaqm,µg/m³,44.9,2022-10-31 06:15:00+05:30,india,28.571027399999995,77.0719006
IN,"arya nagar, bahadurgarh - hspcb",pm2.5,caaqm,µg/m³,238.8,2022-10-31 07:00:00+05:30,india,28.6701,76.92539999999998
IN,"murthal, sonipat - hspcb",so2,caaqm,µg/m³,20.33,2020-01-02 12:15:00+05:30,india,29.027199999999997,77.0669191
IN,"powai, mumbai - mpcb",o3,caaqm,µg/m³,7.75,2022-10-16 18:45:00+05:30,india,19.1375,72.915056
IN,"jawaharlal nehru stadium, delhi - dpcc",no2,caaqm,µg/m³,88.7,2022-10-31 06:15:00+05:30,india,28.58028,77.233829
IN,"worli, mumbai - mpcb",pm10,caaqm,µg/m³,121.0,2022-10-31 07:30:00+05:30,india,18.9936162,72.8128113
IN,"udyogamandal, eloor - kerala pcb",no2,caaqm,µg/m³,14.71,2022-10-31 07:15:00+05:30,india,10.073232000000003,76.30276500000001
IN,"sion, mumbai - mpcb",no2,caaqm,µg/m³,84.9,2022-10-31 07:15:00+05:30,india,19.047,72.8746
IN,"rishi nagar, kaithal - hspcb",no2,caaqm,µg/m³,6.06,2019-08-07 11:15:00+05:30,india,29.0002662,76.9997466
IN,"nathu colony, ballabgarh - hspcb",co,caaqm,µg/m³,3830.0,2022-10-31 07:15:00+05:30,india,28.341924800000005,77.319699
IN,"knowledge park - iii, greater noida - uppcb",no2,caaqm,µg/m³,36.0,2022-10-31 07:30:00+05:30,india,28.47272,77.48199999999999
IN,"yamunapuram, bulandshahr - uppcb",co,caaqm,µg/m³,1750.0,2022-10-16 21:30:00+05:30,india,28.406963,77.849831
IN,"vile parle west, mumbai - mpcb",pm2.5,caaqm,µg/m³,56.6,2022-10-31 07:15:00+05:30,india,19.10861,72.83622000000001
IN,"vile parle west, mumbai - mpcb",pm10,caaqm,µg/m³,113.13,2022-10-31 07:15:00+05:30,india,19.10861,72.83622000000001
IN,"east arjun nagar, delhi - cpcb",no2,caaqm,µg/m³,95.95,2020-02-10 08:30:00+05:30,india,28.655601699999995,77.2859318
IN,"sfti kusdihra, gaya - bspcb",no2,caaqm,µg/m³,13.83,2022-10-16 21:00:00+05:30,india,24.762518,84.982348
IN,"pallavpuram phase 2, meerut - uppcb",pm10,caaqm,µg/m³,267.0,2022-10-16 21:30:00+05:30,india,29.063510000000004,77.709723
IN,"pallavpuram phase 2, meerut - uppcb",o3,caaqm,µg/m³,13.2,2022-10-16 21:30:00+05:30,india,29.063510000000004,77.709723
IN,"lal bahadur shastri nagar, kalaburagi - kspcb",pm2.5,caaqm,µg/m³,54.0,2022-10-31 06:30:00+05:30,india,17.321993,76.822628
IN,"ganga nagar, meerut - uppcb",no2,caaqm,µg/m³,50.6,2022-10-16 21:30:00+05:30,india,28.999264,77.7590354
IN,"jahangirpuri, delhi - dpcc",pm2.5,caaqm,µg/m³,250.0,2022-10-31 06:15:00+05:30,india,28.73282,77.170633
IN,"anand vihar, hapur - uppcb",pm10,caaqm,µg/m³,219.0,2022-10-31 07:30:00+05:30,india,28.725644999999997,77.74967500000001
IN,"civil lines,  ajmer - rspcb",no2,caaqm,µg/m³,26.55,2022-10-31 07:15:00+05:30,india,26.470859,74.646594
IN,"hebbal 1st stage, mysuru - kspcb",pm10,caaqm,µg/m³,45.13,2022-10-31 07:30:00+05:30,india,12.210409999999998,76.37376
IN,"hebbal 1st stage, mysuru - kspcb",o3,caaqm,µg/m³,7.99,2022-10-31 07:30:00+05:30,india,12.210409999999998,76.37376
IN,"samanpura, patna - bspcb",so2,caaqm,µg/m³,6.15,2022-10-16 21:15:00+05:30,india,25.596727,85.085624
IN,"thavakkara, kannur - kerala pcb",pm10,caaqm,µg/m³,67.2,2022-10-16 21:00:00+05:30,india,11.875,75.3732
IN,"buddha colony, muzaffarpur - bspcb",so2,caaqm,µg/m³,4.52,2022-10-16 21:00:00+05:30,india,26.11442,85.39813
IN,"palayam, kozhikode - kerala pcb",so2,caaqm,µg/m³,5.77,2022-10-16 10:15:00+05:30,india,11.249077,75.78437099999998
IN,"teri gram, gurugram - hspcb",o3,caaqm,µg/m³,13.18,2022-10-16 21:30:00+05:30,india,28.4275,77.1465
IN,"city center, gwalior - mppcb",o3,caaqm,µg/m³,9.7,2022-10-16 21:30:00+05:30,india,26.203442,78.19325100000002
IN,"city center, gwalior - mppcb",co,caaqm,µg/m³,1310.0,2022-10-16 21:30:00+05:30,india,26.203442,78.19325100000002
IN,"nise gwal pahari, gurugram - imd",pm10,caaqm,µg/m³,152.05,2022-10-14 21:45:00+05:30,india,28.422681,77.148944
IN,"kodungaiyur, chennai - tnpcb",pm10,caaqm,µg/m³,27.0,2022-10-16 21:30:00+05:30,india,13.127800000000002,80.2642
IN,"arumbakkam, chennai - tnpcb",no2,caaqm,µg/m³,6.0,2022-10-16 21:30:00+05:30,india,13.0664,80.2112
IN,"kunjaban, agartala - tripura spcb",pm2.5,caaqm,µg/m³,68.0,2022-10-16 21:30:00+05:30,india,23.8628276,91.2887362
IN,"revenue colony-shivajinagar, pune - iitm",pm2.5,caaqm,µg/m³,33.3,2022-07-07 12:45:00+05:30,india,18.530085,73.849598
IN,"revenue colony-shivajinagar, pune - iitm",co,caaqm,µg/m³,2660.0,2022-07-07 12:45:00+05:30,india,18.530085,73.849598
IN,"b.katihalli, hassan - kspcb",co,caaqm,µg/m³,190.0,2022-10-16 21:15:00+05:30,india,13.008556,76.12525800000002
IN,"b.katihalli, hassan - kspcb",no2,caaqm,µg/m³,39.63,2022-10-16 21:15:00+05:30,india,13.008556,76.12525800000002
IN,"b r ambedkar university, lucknow - uppcb",so2,caaqm,µg/m³,10.8,2022-10-16 21:30:00+05:30,india,26.766433000000003,80.927299
IN,"rakhial, ahmedabad - iitm",pm2.5,caaqm,µg/m³,16.0,2022-07-13 12:00:00+05:30,india,23.016834,72.62577499999999
IN,"kamalnath nagar, bettiah - bspcb",pm2.5,caaqm,µg/m³,65.0,2022-10-16 21:15:00+05:30,india,26.80365,84.51954
IN,"nagla bhau, firozabad - uppcb",pm10,caaqm,µg/m³,71.2,2022-10-31 07:30:00+05:30,india,27.168897000000005,78.37696
